id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id,age,item,form,pair,form_numeric,speaker_type
318651, do you know where all the dolls are ,do you know where all the doll be,,,question,eng,10,8,10,Valian,mod pro:per v pro:int qn det:art n cop,MOT,NA,Mother,NA,25.690465923324915,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3685,26,doll,ADL,dolly_doll,1,other
319723, there were dolls and there were puzzles and books and all kinds of good things for boys and girls to eat ,there be doll and there be puzzle and book and all kind of good thing for boy and girl to eat,,,declarative,eng,30,21,192,Valian,pro:exist cop n coord adv cop n coord n coord qn n prep adj n prep n coord n inf v,MOT,NA,Mother,NA,21.65752890203084,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3681,22,doll,ADL,dolly_doll,1,other
320026, and then the little train and all the dolls and toys were so sad ,and then the little train and all the doll and toy be so sad,,,declarative,eng,17,14,208,Valian,coord adv:tem det:art adj n coord qn det:art n coord n cop adv adj,MOT,NA,Mother,NA,21.65752890203084,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3681,22,doll,ADL,dolly_doll,1,other
320331, then the little train and the dolls and toys were ready to cry but the clown said here comes another little engine and they said ,then the little train and the doll and toy be ready to cry but the clown say here come another little engine and they say,,,quotation next line,eng,31,25,224,Valian,adv:tem det:art adj n coord det:art n coord v aux adj inf v conj det:art n v adv v qn adj n coord pro:sub v,MOT,NA,Mother,NA,21.65752890203084,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3681,22,doll,ADL,dolly_doll,1,other
320711, it's not a pie it's a doll ,it not a pie it a doll,,,declarative,eng,9,7,214,Valian,pro:per neg det:art n pro:per det:art n,MOT,NA,Mother,NA,21.92036797470174,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3678,22,doll,ADL,dolly_doll,1,other
320731, doll ,doll,,,declarative,eng,1,1,215,Valian,n,CHI,NA,Target_Child,NA,21.92036797470174,female,NA,NA,NA,Eng-NA,2,35,1702,1702,3678,22,doll,ADL,dolly_doll,1,child
320749, a doll ,a doll,,,declarative,eng,2,2,216,Valian,det:art n,MOT,NA,Mother,NA,21.92036797470174,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3678,22,doll,ADL,dolly_doll,1,other
320913, one day while child was in here having a tea party with you know her dolls ,one day while Child be in here have a tea party with you know her doll,,,declarative,eng,20,16,159,Valian,det:num n conj n:prop aux prep n part det:art n n prep pro:per v det:poss n,MOT,NA,Mother,NA,27.493377687426847,female,NA,NA,NA,Eng-NA,2,35,1704,1702,3686,27,doll,ADL,dolly_doll,1,other
325198, why don't you leave the doll here while you climb down ,why do you leave the doll here while you climb down,,,declarative,eng,12,11,378,Valian,pro:int mod pro:per v det:art n adv conj pro:per v adv,IN2,NA,Investigator,NA,25.690465923324915,female,NA,NA,NA,Eng-NA,2,35,1707,1702,3685,26,doll,ADL,dolly_doll,1,other
326109, look at the doll ,look at the doll,,,declarative,eng,4,4,177,Valian,v prep det:art n,CHI,NA,Target_Child,NA,29.230579683361054,female,NA,NA,NA,Eng-NA,2,35,1702,1702,3694,29,doll,ADL,dolly_doll,1,child
