,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id,age,item,form,pair,form_numeric,speaker_type,parsed_gloss
0,317413, what do you think the kitty would think of the birdie ,what do you think the kitty will think of the bird,,,question,eng,13.0,11,54,Valian,pro:int mod pro:per v det:art n mod v prep det:art n,INV,,Investigator,,25.0990780098154,female,,,,Eng-NA,2,35,1703,1702,3675,25,kitty,CDS,kitty_cat,0,other,(SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB think) (SBAR (S (NP (DT the) (NN kitty)) (VP (MD will) (VP (VB think) (PP (IN of) (NP (DT the) (NN bird))))))))))
1,318807, why don't you draw a picture of this kitty ,why do you draw a picture of this kitty,,,question,eng,10.0,9,21,Valian,pro:int mod pro:per v det:art n prep det:dem n,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(SBARQ (WHADVP (WRB why)) (SQ (VBP do) (NP (PRP you)) (VP (VB draw) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (DT this) (NN kitty)))))))
2,318839, okay there's the kitty ,okay there the kitty,,,declarative,eng,5.0,4,23,Valian,co pro:exist det:art n,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(FRAG (ADVP (RB okay) (RB there)) (NP (DT the) (NN kitty)))
3,318851, can you draw a picture of that kitty ,can you draw a picture of that kitty,,,question,eng,8.0,8,24,Valian,mod pro:per v det:art n prep det:dem n,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(SQ (MD can) (NP (PRP you)) (VP (VB draw) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (DT that) (NN kitty))))))
4,318928, why don't you can you show me where the kitty's ears are ,why do you can you show me where the kitty ear be,,,question,eng,17.0,12,29,Valian,pro:int mod pro:per mod pro:per v pro:obj pro:int det:art adj n cop,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(SBARQ (WHADVP (WRB why)) (SQ (VBP do) (NP (PRP you)) (VP (MD can) (NP (PRP you)) (VP (VB show) (NP (PRP me)) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (JJ kitty) (NN ear)) (VP (VB be))))))))
5,318945, can you draw some ears on that kitty ,can you draw some ear on that kitty,,,question,eng,9.0,8,30,Valian,mod pro:per v qn n prep det:dem n,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(SQ (MD can) (NP (PRP you)) (VP (VB draw) (NP (DT some) (NN ear)) (PP (IN on) (NP (DT that) (NN kitty)))))
6,318963, here i'll draw you a kitty ,here I draw you a kitty,,,declarative,eng,7.0,6,31,Valian,adv pro:sub v pro:per det:art n,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(S (ADVP (RB here)) (NP (PRP I)) (VP (VBP draw) (NP (PRP you)) (NP (DT a) (NN kitty))))
7,319061, kitty ,kitty,,,declarative,eng,1.0,1,37,Valian,n,CHI,,Target_Child,,25.690465923324915,female,,,,Eng-NA,2,35,1702,1702,3685,26,kitty,CDS,kitty_cat,0,child,(NP (NN kitty))
8,319074, want me to draw another kitty ,want me to draw another kitty,,,question,eng,6.0,6,38,Valian,v pro:obj inf v qn n,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(S (VP (VB want) (S (NP (PRP me)) (VP (TO to) (VP (VB draw) (NP (DT another) (NN kitty)))))))
9,319091, why don't i make a body on this kitty first ,why do I make a body on this kitty first,,,question,eng,11.0,10,39,Valian,pro:int mod pro:sub v det:art n prep det:dem n adv,MOT,,Mother,,25.690465923324915,female,,,,Eng-NA,2,35,1704,1702,3685,26,kitty,CDS,kitty_cat,0,other,(SBARQ (WHADVP (WRB why)) (SQ (VBP do) (NP (PRP I)) (VP (VB make) (NP (DT a) (NN body)) (PP (IN on) (NP (DT this) (NN kitty))) (ADVP (RB first)))))
